name,address,tel,tel_alt,fax,fax_alt,email,supervisor,curriculum,lat,lng
Simple Plan Learning Lab,"Blk 412 Bedok North Avenue 2 #01-132  , Singapore 460412",91511488,NA,NA,NA,simpleplanlearninglab@gmail.com,Liew Choong Min,TUTORIAL,1.32929126082804,103.931090689284
Simply Education Tuition Centre,"Blk 18 Jalan Membina #04-05  , Singapore 164018",67840790,NA,NA,NA,tuition@simplyeducation.com.sg,Foong Kok Gheng,TUTORIAL,1.28569742883227,103.826785448095
Simply Education Tuition Centre (Hougang) [fka Simply Mathematics and Simply Science Tuition Centre],"Blk 806 Hougang Central #03-154  , Singapore 530806",67840790,NA,NA,NA,tuition@simplyeducation.com.sg,Foong Kok Gheng,TUTORIAL,1.37107840264494,103.894100080287
Singa Professor Academy,"263A Upper Thomson Road  , Singapore 574390",69093997,NA,NA,NA,enquiry@singprof.sg,"Lim Shao Lin, Bryan",TUTORIAL,1.35358262639485,103.83340409405399
Singapore Ballet Academy,"51 Waterloo Street #04-01/02/03  , Singapore 187969",63379125,NA,63379125,NA,spballet@singnet.com.sg,Tan Cheng Lin Laura (Mdm) [Mrs Laura Hwang Cheng Lin],FINE ARTS,1.29807909824959,103.851456300769
Singapore Gujarati School,"225 Joo Chiat Road  , Singapore 427488",63452257,NA,63481742,NA,admin@sgsl.org.sg,Dipak s/o Kantilal Jamnadas Shah,LINGUISTICS,1.3114254336338,103.90140639095101
Singapore Institute of Science,"593A Serangoon Road  , Singapore 218207",62986420,NA,62936824,NA,enquiry@instituteofscience.com.sg,Thomas Jacob,TUTORIAL,1.31606181240724,103.85851346080099
Sivasanta School of Knowledge,"20 Havelock Road #01-13/14 Central Square , Singapore 059765",65350704,NA,NA,NA,sivasanta@gmail.com,Yogalingam M,TUTORIAL,1.28814852700639,103.84326532514
Skylace Language School,"Blk 261 Waterloo Street #01-09 Waterloo Centre , Singapore 180261",62971971,NA,62970488,NA,admin@skylace.com.sg,Tan Kek Jee (Mdm),LINGUISTICS,1.29878252408745,103.852021668867
SL Education Centre,"Blk 84 Bedok North Street 4 #01-19  , Singapore 460084",64446457,NA,NA,NA,Shuren1@singnet.com.sg,Lim Shu Ren (Miss),TUTORIAL,1.3317824507745601,103.939208398976
SL Learning Hub,"Blk 267 Tampines Street 21 #01-37  , Singapore 520267",64446457,NA,NA,NA,sl@sleducation.edu.sg,Lim Shu Ren (Miss),TUTORIAL,1.35077278806368,103.9492592317
Smart Link Tuition Centre,"Blk 501 Jurong West Street 51 #02-263 & #04-263  , Singapore 640501",65601338,NA,NA,NA,"NA",Seet Siow Luan (Ms),TUTORIAL,1.34981225384763,103.719222201479
Smart Science Lab,"101 Thomson Road #01-32 United Square , Singapore 307591",62554551,NA,62556442,NA,info@smartsciencelab.com.sg,Lim Tow Long,ENRICHMENT,1.3172436296066499,103.844003130499
Smarties Enrichment Centre,"Blk 473 Tampines Street 43 #02-94  , Singapore 520473",67812966,NA,67812997,NA,smartiesenrichment@yahoo.com.sg,Chiang Wai Ling (Mdm),FINE ARTS,1.3593496317279699,103.953269398068
SmartLab Education Centre,"c/o Blk 134 Jurong East St 13 #04-309L  , Singapore 600134",65653578,NA,NA,NA,"NA",Tan Lay Thiam,TUTORIAL,1.3339941384974299,103.738819152518
SmartLab Education Centre (Bishan),"Blk 228 Bishan Street 23 #B1-71  , Singapore 570228",64592351,NA,64592981,NA,"NA",Tan Lay Thiam,TUTORIAL,1.3579492913179299,103.846767675257
SmartLab Education Centre (Farrer Park),"60 Tessensohn Road, 3rd Storey Civil Service Club @ Tessensohn , Singapore 217664",62960233,NA,62960234,NA,tony@smartlab.com.sg,Tan Lay Thiam,TUTORIAL,1.3157320680639901,103.856186842974
SmartLab Education Centre (Hougang),"Blk 204 Hougang Street 21 #02-113  , Singapore 530204",64877327,NA,NA,NA,"NA",Tan Lay Thiam,TUTORIAL,1.35881911554387,103.88498842667101
SmartLab Education Centre (Woodlands),"Blk 818 Woodlands Street 82 #01-419  , Singapore 730818",63632383,NA,NA,NA,tony@smartlab.com.sg,Tan Lay Thiam,TUTORIAL,1.4416619862314901,103.78993000553001
Smartminds Learning Centre (JE) [fka Master Learners Enrichment Centre],"Blk 242 Jurong East Street 24 #01-625  , Singapore 600242",98752054,NA,NA,NA,admin@masterlearners.com.sg,"Chan Shirong, Jonathan",ENRICHMENT,1.3419035053859598,103.74279685963002
Smartminds Learning Centre [fka K-Tuition Learning Centre],"Blk 163 Bukit Merah Central #03-3587  , Singapore 150163",62782272,NA,NA,NA,"NA","Tan Woon Meng, Caroline (Mdm)",TUTORIAL,1.28388120820459,103.816939544137
Smartstart Success Learning Centre,"Blk 158 Mei Ling Street #01-84  , Singapore 140158",81120270,NA,NA,NA,smartstartsuccess1@gmail.com,"Tan Kiap Kuoon, Gladys (Mdm)",ENRICHMENT,1.2927403836569198,103.80280666841401
Smartz Learning Hub [fka Sunny Bunny Montessori Integrated Learning Hub],"850 New Upper Changi Road #02-22 Bedok Community Centre , Singapore 467352",62433860,NA,NA,NA,smartzplay@yahoo.com.sg,Koh Siew Eng (Mdm),ENRICHMENT,1.32426003641443,103.93606034154699
Smile Asia Education Centre,"420 North Bridge Road #03-01 North Bridge Centre , Singapore 188727",63334417,NA,NA,NA,info@smileasia.sg,Endo Hitomi (Miss),LINGUISTICS,1.29722778327746,103.85494555505
Social Scientist Academy,"Blk 265 Serangoon Central Drive #02-271  , Singapore 550265",62950692,NA,NA,NA,socialscientistacdemy@gmail.com,"Thong Gui Hong, Benjamin",TUTORIAL,1.3529637399166399,103.871472206843
Solomon Learning Centre,"Blk 273 Bukit Batok East Avenue 4 #02-82  , Singapore 650273",65674363,NA,NA,NA,jingliang@tp.com.sg,Lim Jing Liang,TUTORIAL,1.3484226452998602,103.75757923226801
Solomon Learning Centre (Jurong East),"Blk 131 Jurong East Street 13 #04-243  , Singapore 600131",65674363,NA,NA,NA,regis.education@gmail.com,Wang Ying Yang,TUTORIAL,1.33451257383281,103.74017751892599
Sonare Music School,"(Main) 21 Hougang Street 51 #02-04/05 Hougang Green Shopping Mall , Singapore 538719",65473456,65473233,NA,NA,sonaremusic@hotmail.sg,"Yeo Chui Neo, Agnes (Mdm)",FINE ARTS,1.37931783471775,103.88784708916799
Sonare Music School,"1 Sengkang Square #03-24 Compass One , Singapore 545078",65473456,NA,NA,NA,sonaremusic@hotmail.sg,"Yeo Chui Neo, Agnes (Mdm)",FINE ARTS,1.39193355469477,103.895026387256
Sonata Music School,"Blk 140 Teck Whye Lane #02-353 & #02-357  , Singapore 680140",67653174,NA,67625035,NA,sonata.mh@pacific.net.sg,Lim Chin Kai,FINE ARTS,1.3800180582562802,103.75314837776199
Soroban Education Centre,"20 Kramat Lane #03-10 United House , Singapore 228773",67359855,NA,NA,NA,"NA",Wong Sang Peow (Miss),TUTORIAL,1.30106398873608,103.842462653489
South Yishun Tuition Centre,"Blk 845 Yishun Street 81 #03-184  , Singapore 760845",67527371,NA,NA,NA,"NA",Mary Tan (Mdm),TUTORIAL,1.41601880503752,103.835000766612
Spanish Academy,"101 Thomson Road #01-73/74/75/76 United Square , Singapore 307591",6908803,NA,NA,NA,info@spanishacademy.com.sg,"Yeung Lee Ting, Alice (Mdm)",LINGUISTICS,1.3172436296066499,103.844003130499
Sparkle Learning Centre,"587 Bukit Timah Road #03-12 Coronation Plaza , Singapore 269707",97468844,NA,NA,NA,gek_ong@yahoo.com.sg,Ong Ah Gek (Mdm),TUTORIAL,1.32382476526222,103.810016420022
Spring Ahead Education Centre,"Blk 116 Jalan Bukit Merah #01-1629  , Singapore 160116",62701368,NA,NA,NA,springaheadsingapore@gmail.com,"Tay Ya Ying, Cheryl (Miss)",TUTORIAL,1.28141039076151,103.82665981644101
Spring Tuition Centre,"Blk 824 Tampines Street 81 #01-18  , Singapore 520824",67846742,NA,67847790,NA,spring18@pacific.net.sg,"Teo Hwee Ying, Euni (Mdm)",TUTORIAL,1.3490374351655001,103.93271494089399
Square Education Studio,"1 Marine Parade Central #08-09 Parkway Centre , Singapore 449408",68449003,NA,68449013,NA,sjhf0809@yahoo.com,Lim Lay Har (Miss),TUTORIAL,1.30188733858698,103.905996039776
St Andrew's Centre for Early Childhood Education,"41 Ceylon Road  , Singapore 429630",63454210,NA,62874507,63440851,c/o kindergarten@ascension.org.sg,Koh Hock Seng,OTHERS,1.3065271221595902,103.901897153298
St George Learning Centre,"Blk 3 St George's Road #01-101  , Singapore 320003",63924889,NA,63924889,NA,enquiries@mylittlebeavers.com.sg,"Lim Tien Leng, Flavian",ENRICHMENT,1.32258735187372,103.861107276991
St. Paul Learning Centre,"Blk 846 Yishun Ring Road #01-3611 & #01-3613 (2nd Storey)  , Singapore 760846",97367849,NA,NA,NA,jo-114@hotmail.com,Josephine d/o P J Subramaniyam (Ms),TUTORIAL,1.4167863471812099,103.83464157924101
Stag Match Tuition Centre,"20 Bedok North Street 2 #03-08 Fengshan Community Club , Singapore 469644",98450665,NA,NA,NA,stagmatch@gmail.com,Wong Heqin,TUTORIAL,1.33070762891248,103.936613621496
Stalford Learning Centre (AMK),"53 Ang Mo Kio Avenue 3 #03-05/06  , Singapore 569933",67533533,NA,67528769,NA,ruby@stalford.com.sg,"Teo Siew Kim, Ruby (Miss)",TUTORIAL,1.36922321403002,103.848467911464
Stalford Learning Centre (Jurong East),"Blk 131 Jurong East Street 13 #04-255  , Singapore 600131",62923397,68993233,62922887,65691800,stalfordlearning@yahoo.com.sg,"Teo Siew Kim, Ruby (Miss)",TUTORIAL,1.33451257383281,103.74017751892599
Stalford Learning Centre (New Upper Changi Road),"Blk 209 New Upper Changi Road #04-635  , Singapore 460209",64463233,NA,64433763,NA,stalfordlearning@yahoo.com.sg,"Teo Siew Kim, Ruby (Miss)",TUTORIAL,1.32463573076036,103.93106882939699
Stalford Learning Centre (Rivervale),"11 Rivervale Crescent #02-09 Rivervale Mall , Singapore 545082",63883887,NA,68817521,NA,teoruby@yahoo.com.sg,"Teo Siew Kim, Ruby (Miss)",TUTORIAL,1.3925041099483502,103.904483668323
Stalford Learning Centre (Sengkang),"Blk 319B Anchorvale Drive #01-90  , Singapore 542319",67933233,NA,67923912,NA,stalfordlearning@yahoo.com.sg,"Teo Siew Kim, Ruby (Miss)",TUTORIAL,1.3913972265716499,103.890466407379
Stalford Learning Centre (Tampines),"Blk 201E Tampines Street 23 #04-98  , Singapore 527201",62923397,67811277,62922887,67822208,stalfordlearning@yahoo.com.sg,"Teo Siew Kim, Ruby (Miss)",TUTORIAL,1.3529216253600902,103.953858335355
Stalford Learning Centre (Tiong Bahru Branch),"302 Tiong Bahru Road #05-06 Tiong Bahru Plaza , Singapore 168732",62723233,NA,62709664,NA,stalfordlearning@yahoo.com.sg,"Teo Siew Kim, Ruby (Miss)",TUTORIAL,1.2864634535506498,103.82693507969401
Stalford Learning Centre (Yishun),"930 Yishun Avenue 2 #02-22 Northpoint , Singapore 769098",64813233,NA,65553690,NA,ruby@stalford.com.sg,"Teo Siew Kim, Ruby (Miss)",TUTORIAL,1.4296984862629099,103.835776491468
Stamford Learning Centre,"1 Sophia Road #05-05 Peace Centre , Singapore 228149",63364264,NA,NA,NA,stamfordlearningcentre@gmail.com,Vimala d/o Veerayyan (Ms),TUTORIAL,1.30107053775783,103.849176263468
Star River Language School,"302 Tiong Bahru Road #02-144 Tiong Bahru Plaza , Singapore 168732",62710064,NA,NA,NA,info.starriver@gmail.com,Li Xiurong (Mdm),LINGUISTICS,1.2864634535506498,103.82693507969401
Star Zest Education Center [fka Inno Education Center],"Blk 55 Chai Chee Drive #01-182  , Singapore 460055",62463423,NA,NA,NA,innoeducationsg@gmail.com,Qiao Chengyan,TUTORIAL,1.32684846948334,103.919015573079
Stargazer Enrichment Centre,"Blk 265 Bukit Batok East Avenue 4 #01-389  , Singapore 650265",65631088,NA,NA,NA,stargazerenrichment@gmail.com,Oh Ban Wah,TUTORIAL,1.35000840192442,103.75986283378201
Starland Learning House,"Blk 29A Chai Chee Avenue #01-74  , Singapore 461029",62417009,NA,62417009,NA,starland29a@yahoo.com,Chua Poh Cheong,TUTORIAL,1.32488632174355,103.924132068906
Starscape Education,"271 Bukit Timah Road #B1-05 Balmoral Plaza , Singapore 259708",67372720,NA,NA,NA,phleek@gmail.com,Chiang Li-Hua (Mdm),TUTORIAL,1.3164349569099498,103.83549290613001
Stellar Tuition Centre,"Blk 151A Serangoon North Avenue 2 #02-87  , Singapore 551151",62816990,NA,NA,NA,"NA",Sim Wai Leng (Ms),TUTORIAL,1.3695342462088897,103.873492369263
Stepping Stones Learning Centre,"(Main) Blk 145 Teck Whye Avenue #01-159  , Singapore 680145",67639798,NA,NA,NA,contact@steppingstones.com.sg,"Sio Kah Pik, Allyson (Miss)",TUTORIAL,1.38150500437532,103.75246691069201
Stepping Stones Learning Centre,"Blk 258 Bukit Panjang Ring Road #01-52 (2nd Storey)  , Singapore 670258",67362660,NA,NA,NA,contact@steppingstones.com.sg,"Sio Kah Pik, Allyson (Miss)",TUTORIAL,1.37789653537864,103.773153808687
Strand Tutorial School,"587 Bukit Timah Road #03-32 Coronation Plaza , Singapore 269707",64673186,NA,62867731,NA,strand@singnet.com.sg,"Ong Kian Seng, Patrick",TUTORIAL,1.32382476526222,103.810016420022
Student First Education Centre,"144 Upper Bukit Timah Road #03-13 Beauty World Centre , Singapore 588177",69046769,NA,NA,NA,contact@studentfirsteducation.com.sg,Wang Wan Shing (Ms),TUTORIAL,1.3424126418864297,103.776539385678
Studio Haroobee School of Visual Art,"(Main) 8 Raffles Avenue #02-20 Esplanade Mall , Singapore 039802",63369611,NA,63369610,NA,admin@studioharoobee.edu.sg,Goh Chye Yin (Mdm),FINE ARTS,1.28950956232932,103.855665761542
Studio Haroobee School of Visual Art,"1 Fusionopolis Way #02-11/12 Connexis , Singapore 138632",63369611,NA,63369610,NA,admin@studioharoobee.edu.sg,Goh Chye Yin (Mdm),FINE ARTS,1.29915016452266,103.787581248768
Study Room,"Blk 206 Toa Payoh North #01-1227  , Singapore 310206",63541847,NA,NA,NA,enquiries@studyroom.sg,"Wong Wai Kean, Wallace",TUTORIAL,1.34231481526301,103.846508898326
Studyworks,"559 Bukit Timah Road #02-02B King's Arcade , Singapore 269695",64682621,NA,64686782,NA,info@studyworks.com.sg,"Yap Ying Hiang, Vera (Mdm)",TUTORIAL,1.32313886378857,103.810676168559
Success Education Centre,"Blk 171 Stirling Road #01-1111  , Singapore 140171",64736490,NA,NA,NA,successtirling@gmail.com,Leong Siew Fung (Ms),TUTORIAL,1.29073246202286,103.803846934678
Success Education Place,"Blk 3 Beach Road #01-4835  , Singapore 190003",90056819,NA,65208545,NA,shumei129@hotmail.com,Cui Shumei (Mdm),TUTORIAL,1.3041871291994,103.86519331440999
Success Eduhub,"112 East Coast Road #02-06 Katong Mall , Singapore 428802",63448090,NA,63448090,NA,success_eduhub@yahoo.com.sg,Tan Joo Lee (Mdm),TUTORIAL,1.30523471539239,103.905014931362
Success Language School [fka Success Tuition Centre],"Blk 574 Ang Mo Kio Avenue 10 #01-1827  , Singapore 560574",65544600,NA,65544900,NA,cgtuition@gmail.com,Tan Cheng Leong,ENRICHMENT,1.3708945693183499,103.856396509138
Success Learning Centre,"Blk 524 Serangoon North Avenue 4 #B1-46  , Singapore 550524",64846028,NA,NA,NA,"NA",Pauline Ann Lee Hui Cheng (Mdm),TUTORIAL,1.37269507866106,103.87285678842599
Success.NAT Tutorial Centre,"Blk 107 Serangoon North Avenue 1 #01-683  , Singapore 550107",NA,NA,NA,NA,success.nat@gmail.com,Poh Sze Wee (Miss),TUTORIAL,1.36990040378362,103.87022488454599
Suczest Education Centre,"Blk 431 Clementi Avenue 3 #01-354  , Singapore 120431",67741909,NA,NA,NA,chuabc8@yahoo.com.sg,Chua Boon Chai,TUTORIAL,1.31377438724798,103.76253518972099
SummerNotes School of Music,"Blk 501 Jurong West Street 51 #04-257  , Singapore 640501",65691728,NA,65691728,NA,admin@summernotes.com,Wong Yew Fai,FINE ARTS,1.34981225384763,103.719222201479
Summerville Language Centre,"511 Guillemard Road #02-21 Grandlink Square , Singapore 399849",67456855,NA,63850576,NA,summerville@pacific.net.sg,Rita Rani d/o Dorai Luise (Mdm),LINGUISTICS,1.3141912980356798,103.891500511283
Sun Friends Learning Centre,"Blk 305 Ubi Avenue 1 #02-165  , Singapore 400305",65471175,NA,NA,NA,sebtck@hotmail.com,Tan Chee Kiang,TUTORIAL,1.32942111201493,103.902317496614
Sundai Linden School,"c/o 1 Grange Road #13-01 Orchard Building , Singapore 239693",62352221,NA,67343314,NA,"NA",Hideyasu Nagashima,TUTORIAL,1.3014033218603998,103.83732812341499
Sunflower Education Centre,"1 Marine Parade Central #09-09 Parkway Centre , Singapore 449408",63461185,NA,63461185,NA,info@sunflower.edu.sg,Ong Kok Eng,LINGUISTICS,1.30188733858698,103.905996039776
Sunshine Kidz Education Centre,"112 East Coast Road #04-35 Katong Mall , Singapore 428802",63480985,NA,63480986,NA,enquiries@sunshinekidz.com.sg,"Tan Chun-Lee, Jennifer (Ms)",TUTORIAL,1.30523471539239,103.905014931362
Super Education Tuition Centre,"Blk 138 Pasir Ris Street 11 #01-207  , Singapore 510138",65817480,NA,NA,NA,llchin26@gmail.com,Chin Lee Li (Miss),TUTORIAL,1.36333065912258,103.959726544175
Superkids Learning Centre,"10 Jalan Serene #02-09/10/11 Serene Centre , Singapore 258748",67655516,NA,67656569,NA,patcheo@akltg.com,Cheo Boon Thiam,ENRICHMENT,1.3225953918961202,103.813698681482
Suzuki Talent Education Centre,"Blk 135 Jurong East Street 13 #03-341  , Singapore 600135",65609997,NA,65671635,NA,crestar@singnet.com.sg,Woo Saw Han (Ms),FINE ARTS,1.33382540744502,103.739676885744
Sylvia McCully School of Dancing,"301 Upper Thomson Road #03-21 Thomson Plaza , Singapore 574408",64576995,NA,NA,NA,sylviamccully@yahoo.com,Sylvia Anne McCully (Mdm),FINE ARTS,1.35502885653151,103.831053292454
Symphony Music School,"1 Woodlands Square #05-04 Causeway Point , Singapore 738099",68933373,NA,68933130,NA,Symphony.michael@gmail.com,Chew Sze Ming (Mdm),FINE ARTS,1.43608867729913,103.78600997367799
T United Education Hub @ Queensway,"Blk 168A Queensway #01-222  , Singapore 140168",64722308,NA,64723608,NA,tunitedqueensway@gmail.com,Lee Guay Hiang (Mdm),TUTORIAL,1.2892855592993,103.803401515145
Tabernacle Knowledge Educentre [fka Adroit Learning Centre],"Blk 811 Jurong West Street 81 #01-64  , Singapore 640811",67942585,NA,67908701,NA,"NA",Seah Christine (Mdm),TUTORIAL,1.34633419863933,103.696531225915
Tamilcube Learning Centre,"48 Race Course Road (2nd  Storey Mezzanine)  , Singapore 218560",66186567,NA,NA,NA,hitamil@tsmilcube.com,Alagupillai Thiruvupillai,TUTORIAL,1.30815374457718,103.850938897567
Tampines St 83 Learning Centre,"Blk 866A Tampines Street 83 #03-06 Tampines Central Community Complex , Singapore 521866",67852025,NA,NA,NA,serenetbh@yahoo.com.sg,"Tan Beng Hwee, Serene (Mdm)",ENRICHMENT,1.35528926974978,103.934592110069
Tanglewood Music School,"11 Unity Street #02-17 Robertson Walk , Singapore 237995",67331730,NA,67331730,NA,"NA",Karen Yap Wei Ling (Mdm),FINE ARTS,1.29186931810741,103.841454882767
Tanz Ballet @ The Ballettschule,"12 West Coast Walk #02-24  , Singapore 127157",NA,NA,NA,NA,victoriancherry@yahoo.com,"Tan Lay Suan, Cheryl (Miss)",FINE ARTS,1.30955663209275,103.763843706243
Tao Man Yuan Enrichment and Tuition Centre,"Blk 158 Bedok South Avenue 3 #01-591  , Singapore 460158",90286069,NA,NA,NA,wentianjing@sina.com,Wen Tianjing (Mdm),ENRICHMENT,1.318735826395,103.945086743107
Taylors Arts Studio [fka Taylors-Encore Arts Studio],"215/215A Upper Thomson Road  , Singapore 574349",82238443,NA,82238443,NA,herbertchee@yahoo.com.sg,Chee Seow Chie @Herbert Chee,FINE ARTS,1.3522694909319197,103.83495651410101
TD Education Centre,"540 Sims Avenue #02-01 Sims Avenue Centre , Singapore 387603",67489001,NA,67489001,NA,info@tdgrp.com.sg,Gao Dan (Miss),ENRICHMENT,1.3161636091726299,103.889545199814
Teacher Ping School of Music,"321 Alexandra  Road #03-19 Alexandra Central , Singapore 159971",97373627,NA,NA,NA,start@teacherping.com,Goo Chui Ping (Miss),FINE ARTS,1.2874770765285402,103.805253381137
Tender.Love.Care. Learning Centre,"Blk 415 Pandan Gardens Road #01-111  , Singapore 600415",68975632,NA,65624569,NA,"NA",Toh Chia Seng,TUTORIAL,1.3207654334205,103.748258626828
TEP Educational Centre,"Blk 104C Depot Road #01-04  , Singapore 103104",62780522,NA,62780276,NA,"NA",Song Bee Luan (Mdm),TUTORIAL,1.28054679818301,103.81157153386499
TET Education Centre,"587 Bukit Timah Road #03-15 Coronation Plaza #03-13 & #03-14, Singapore 269707",90706248,NA,NA,NA,thateconstutor@gmail.com,"Koh Kint Hock, Melvin",TUTORIAL,1.32382476526222,103.810016420022
Thankyou Teacher Learning Home [fka Mr Cheah Tuition Home],"6 Sin Ming Road #01-13 Sin Ming Plaza Tower 2 , Singapore 575585",64536011,NA,64536011,NA,lotus7_3@hotmail.com,Cheah Fah Loong,TUTORIAL,1.3528637342999,103.836407211393
That Chemistry Guy @ NLC Education Hub,"35 Rochester Drive #03-05A The Rochester , Singapore 138639",94521937,NA,NA,NA,singaporeboatman@hotmail.com,"Soh Yong Bin, Matthew",TUTORIAL,1.3053512123807198,103.78834737032
The Academic Cove,"183 Jalan Pelikat #B2-23 The Promenade@Pelikat , Singapore 537643",91289929,NA,NA,NA,contact@theacademiccove.com,"Chan Hui Lin, Yvonne (Mdm)",TUTORIAL,1.35530904178244,103.887857183262
The Annexe Project Educational Centre,"Blk 844 Sims Avenue #01-716  , Singapore 400844",65732802,NA,NA,NA,enquiries@annexeproject.com,"Yeo Jie Hao, Alvin",TUTORIAL,1.3181834394310201,103.901311204958
The Arc Learning Centre,"60 Paya Lebar Road #B1-37/40/41 Paya Lebar Square , Singapore 409051",63849123,NA,63849183,NA,thearclearning@gmail.com,Vinod Kanyalal Nandwani,TUTORIAL,1.31881486980279,103.89258077824199
The Art of Learning Chinese Enrichment Centre,"6 Palm Road #01-02A Siglap South Community Centre , Singapore 456441",64482118,NA,NA,NA,info@talc.com.sg,"Loh Wan Chin, Brigid Ann Isabel (Mdm)",ENRICHMENT,1.31349361387563,103.930690202763
The Arts Attic Centre,"Blk 153 Bukit Batok Street 11 #04-288  , Singapore 650153",65623280,NA,65606802,NA,j,"Low Lian Choo, Polly (Mdm)",ENRICHMENT,1.3474794780508301,103.74427646089501
The Chalkboard Academy,"Blk 82 Marine Parade Central #01-614 (2nd Storey)  , Singapore 440082",61001241,NA,NA,NA,huixian@thechalkboardacademy.com.sg,Loh Hui Hsien (Mdm),TUTORIAL,1.3024811003324799,103.906791337078
The Class Room,"Blk 806 Hougang Central #04-154  , Singapore 530806",90694729,NA,NA,NA,Jeremy@the-class-room.com,"Neo Chee Keong, Jeremy",TUTORIAL,1.37107840264494,103.894100080287
The Cognitive Hub Education Centre,"12A Chun Tin Road  , Singapore 599599",86234392,NA,NA,NA,info@cognitivehub.com,"Phang Shin Onn, Raphael",TUTORIAL,1.3420188129233002,103.77512528577299
The Counting Space Learning Hub,"1187 Upper Serangoon Road #01-66 The Midtown , Singapore 533971",91909800,NA,NA,NA,hello@thecountingspace.com.sg,"Pear Sze Shan, Susan (Miss)",TUTORIAL,1.3704794096510902,103.89512846692301
The Early Intervention Centre,"1 Goldhill Plaza #02-09  , Singapore 308899",63528606,NA,63583106,NA,info@eic.sg,"Tsai Pei Qi, Veronica (Miss)",ENRICHMENT,1.31782868139699,103.84288937427601
The Edge Learning Center,"51 Bras Basah Road #02-04 Manulife Centre , Singapore 189554",62655054,NA,NA,NA,enquiry@theedgelearning.com.sg,Khoo Teck Kim,TUTORIAL,1.2978233052532802,103.850430018841
The Enrichment Classroom,"(Main) 30 Bukit Batok Street 31 #01-02 Hong Kah North Community Club , Singapore 659440",65618292,NA,NA,NA,gombak@enrichment.com.sg,"Tan I Lian, Irene (Mdm)",ENRICHMENT,1.3590588889157,103.74945684159
The Enrichment Classroom,"2 Sembawang Crescent #04-01 Canberra Commuity Club , Singapore 757632",64811186,NA,NA,NA,canberra@enrichment.com.sg,"Tan I Lian, Irene (Mdm)",ENRICHMENT,1.44512793027674,103.819720921875
The Enrichment Classroom,"20 Jurong West Street 93 #02-08 Jurong West Sports & Recreation Centre , Singapore 648965",67950758,NA,NA,NA,pioneer@enrichment.com.sg,"Tan I Lian, Irene (Mdm)",ENRICHMENT,1.33821088716937,103.69386868465
The GrayMatter Education Centre,"420 North Bridge Road #02-10 North Bridge Centre , Singapore 188727",63368054,NA,NA,NA,contactus@gmeducation.com,Kit Leng Wah (Mdm),TUTORIAL,1.29722778327746,103.85494555505
The GrayMatter Education Centre (Farrer),"Blk 3 Queen's Road #02-165  , Singapore 260003",65131433,NA,NA,NA,kit@gmeducation.com,Kit Leng Wah (Mdm),TUTORIAL,1.3183333722131398,103.808097181789
The Junior Learners Learning Centre,"(Main) Blk 147 Potong Pasir Avenue 1 #02-91  , Singapore 350147",62855181,NA,NA,NA,junior_learners@yahoo.com.sg,Ng Bee Ling (Mdm),ENRICHMENT,1.3317935525523001,103.867966356959
The Junior Learners Learning Centre,"Blk 443 Pasir Ris Drive 6 #03-04  , Singapore 510443",62142282,NA,NA,NA,junior_learners@yahoo.com.sg,Ng Bee Ling (Mdm),ENRICHMENT,1.3694086062819901,103.957395750219
The Knowledge Key Tuition Centre,"170 Upper Bukit Timah Road #B2-03 Bukit Timah Shopping Centre , Singapore 588179",64678568,NA,NA,NA,wiseice@singnet.com.sg,Choo Cheng Shyan,TUTORIAL,1.3433207894929902,103.775854160806
The Language Academy,"100 Beach Road #17-08 Shaw Towers , Singapore 189702",62933098,NA,NA,NA,tla.enquiry@gmail.com,"Teo Kay Chee, Lemmy (Dr)",LINGUISTICS,1.2964907352786599,103.85669742075198
The Language League Learning Centre,"Blk 518 Serangoon North Avenue 4 #B1-208  , Singapore 550518",64833830,NA,NA,NA,colin@thelanguageleague.com.sg,"Tan Thian Hock, Colin",TUTORIAL,1.3716411815519398,103.874103124013
The Language Learner,"271 Bukit Timah Road #02-02 Balmoral Plaza , Singapore 259708",68870117,NA,68870117,NA,thelanguagelearner2003@yahoo.com.sg or sepalika@singnet.com.sg,Sepalika Hylinee Kumarasinghe (Mrs),LINGUISTICS,1.3164349569099498,103.83549290613001
The Learners' Club Education Center,"896 Dunearn Road #03-01H Sime Darby Centre , Singapore 589472",96794974,NA,NA,NA,chuawailing1@gmail.com,Chua Wai Ling (Miss),TUTORIAL,1.3366210903998001,103.78378587806999
The Learning Axis (Jing Xin Bu Xi Zhong Xin),"Blk 408 Ang Mo Kio Avenue 10 #01-789 (2nd Storey)  , Singapore 560408",64527300,NA,NA,NA,"NA",Tan Kim Yen (Miss),TUTORIAL,1.3620905345918999,103.854587757902
The Learning Castle Enrichment Hub [fka The Learning Campus Enrichment Hub],"Blk 198 Punggol Field #02-04  , Singapore 820198",63439125,NA,63439537,NA,ziyu@tlcenrichmenthub.com.sg,Kasthuri d/o Gunasegaran (Ms),ENRICHMENT,1.39950942350342,103.906371604675
The Learning Corner,"50 East Coast Road #02-23 & #02-26 Roxy Square , Singapore 428769",64406580,NA,NA,NA,tlc.roxysq@gmail.com,"Ong Ley Khim, Merlina (Mdm)",TUTORIAL,1.3043330840871898,103.904060346056
